,Customer_ID,Transaction_ID,Transaction_Date,Product_Category,Product_Name,Quantity,Unit_Price,Payment_Method,Region,Gender,Age,Unit_Cost,Total_Spent,Spending_Segment,Age_Segment,Demographics_Segment,profit,Year,Month,Day,Season,cross_sell_suggestions,Up_sell_Suggestions
2496,1947,9706,2024-07-24,Books,Biography,10.0,91.32,Credit Card,Kirkuk,Female,36,79.813,913.1999999999999,High,Adult,Female Adult,11.50699999999999,2024,7,24,Summer,,Collector's Edition Biography
2497,25,1686,2024-05-16,Groceries,Misc,4.0,41.39,Cash,Kirkuk,Female,54,36.077,165.56,Medium,Senior,Female Senior,5.313000000000002,2024,5,16,Spring,Personalized Accessories,
2498,400,9978,2024-07-31,Sports,Misc,2.0,26.75,Cash,Erbil,Female,57,17.281,53.5,Low,Senior,Female Senior,9.469000000000001,2024,7,31,Summer,Personalized Accessories,
2499,743,4961,2024-02-09,Home Decor,Vase,10.0,8.14,Cash,Erbil,Female,45,4.998,81.4,Low,Adult,Female Adult,3.1420000000000003,2024,2,9,Winter,Flowers,
2500,1738,2792,2024-08-06,Clothing,Jeans,1.0,35.77,Debit Card,Kirkuk,Female,39,31.508,35.77,Low,Adult,Female Adult,4.262000000000004,2024,8,6,Summer,Belt,
2501,1909,7174,2024-09-13,Beauty,Perfume,10.0,97.45,Cash,Kirkuk,Female,18,55.666,974.5,High,Adult,Female Adult,41.784000000000006,2024,9,13,Summer,,Limited Edition Perfume
2502,1991,7757,2024-08-11,Sports,Misc,5.0,89.54,Debit Card,Kirkuk,Female,65,58.906,447.70000000000005,High,Senior,Female Senior,30.634000000000007,2024,8,11,Summer,,Personalized Miscellaneous Items
2503,1211,3426,2024-11-19,Beauty,Perfume,9.0,25.64,Credit Card,Baghdad,Male,58,22.515,230.76,Medium,Senior,Male Senior,3.125,2024,11,19,Fall,Body Lotion,
2504,1740,9695,2024-04-07,Electronics,Headphones,10.0,86.76,Cash,Baghdad,Male,39,61.34,867.6,High,Adult,Male Adult,25.42,2024,4,7,Spring,,Noise-Canceling Headphones
2505,479,9700,2024-04-28,Beauty,Foundation,1.0,7.35,Debit Card,Baghdad,Male,32,5.72,7.35,Low,Young Adult,Male Young Adult,1.63,2024,4,28,Spring,Makeup Brush,
2506,1493,5407,2024-11-23,Clothing,Dress,1.0,85.95,Cash,Basra,Male,45,66.264,85.95,Low,Adult,Male Adult,19.686000000000007,2024,11,23,Fall,Jewelry,
2507,1596,2381,2024-07-10,Books,Cookbook,8.0,28.41,Credit Card,Basra,Male,58,22.325,227.28,Medium,Senior,Male Senior,6.085000000000001,2024,7,10,Summer,Recipe Notebook,
2508,1141,5634,2024-12-03,Groceries,Misc,6.0,42.01,Cash,Najaf,Male,46,25.853,252.06,Medium,Adult,Male Adult,16.156999999999996,2024,12,3,Fall,Personalized Accessories,
2509,1056,2088,2024-04-22,Books,Cookbook,8.0,29.13,Credit Card,Erbil,Male,45,23.218,233.04,Medium,Adult,Male Adult,5.911999999999999,2024,4,22,Spring,Recipe Notebook,
2510,499,2133,2024-04-10,Clothing,Jacket,9.0,29.52,Credit Card,Basra,Female,51,22.753,265.68,Medium,Senior,Female Senior,6.7669999999999995,2024,4,10,Spring,Scarf,
2511,544,6288,2024-04-16,Books,Biography,3.0,49.48,Credit Card,Baghdad,Female,50,33.854,148.44,Medium,Adult,Female Adult,15.625999999999998,2024,4,16,Spring,Bookmark,
2512,1542,1117,2024-12-24,Sports,Misc,8.0,24.7,Credit Card,Kirkuk,Male,55,18.932,197.6,Medium,Senior,Male Senior,5.768000000000001,2024,12,24,Fall,Personalized Accessories,
2513,1266,6005,2024-01-22,Groceries,Misc,5.0,46.1,Cash,Baghdad,Male,53,33.576,230.5,Medium,Senior,Male Senior,12.524000000000001,2024,1,22,Winter,Personalized Accessories,
2514,1273,2071,2024-08-05,Sports,Misc,5.0,51.8,Cash,Kirkuk,Female,58,39.879,259.0,Medium,Senior,Female Senior,11.921,2024,8,5,Summer,Personalized Accessories,
2515,548,2292,2024-05-06,Clothing,Dress,9.0,43.88,Debit Card,Kirkuk,Female,61,31.75,394.92,Medium,Senior,Female Senior,12.130000000000003,2024,5,6,Spring,Jewelry,
2516,1670,8012,2024-07-05,Beauty,Mascara,6.0,15.17,Cash,Kirkuk,Female,49,13.166,91.02,Low,Adult,Female Adult,2.0039999999999996,2024,7,5,Summer,Eyeliner,
2517,1040,2249,2024-08-07,Electronics,Camera,1.0,75.49,Credit Card,Mosul,Male,65,52.389,75.49,Low,Senior,Male Senior,23.100999999999992,2024,8,7,Summer,Camera Bag,
2518,1088,2515,2024-08-15,Home Decor,Lamp,1.0,59.11,Cash,Kirkuk,Female,55,30.18,59.11,Low,Senior,Female Senior,28.93,2024,8,15,Summer,Light Bulb,
2519,1621,2347,2024-03-16,Sports,Misc,4.0,23.09,Debit Card,Baghdad,Male,33,17.753,92.36,Low,Young Adult,Male Young Adult,5.337,2024,3,16,Winter,Personalized Accessories,
2520,982,7476,2024-10-22,Clothing,Jacket,6.0,86.61,PayPal,Erbil,Female,28,54.483,519.66,High,Young Adult,Female Young Adult,32.127,2024,10,22,Fall,,Leather Jacket 
2521,440,4226,2024-05-02,Beauty,Mascara,3.0,24.63,Debit Card,Erbil,Female,52,14.855,73.89,Low,Senior,Female Senior,9.774999999999999,2024,5,2,Spring,Eyeliner,
2522,316,5716,2024-10-29,Sports,Misc,1.0,8.84,PayPal,Kirkuk,Female,50,4.868,8.84,Low,Adult,Female Adult,3.9719999999999995,2024,10,29,Fall,Personalized Accessories,
2523,542,6244,2024-05-25,Beauty,Foundation,5.0,67.44,PayPal,Kirkuk,Male,35,33.802,337.2,Medium,Young Adult,Male Young Adult,33.638,2024,5,25,Spring,Makeup Brush,
2524,1556,6516,2024-04-19,Beauty,Foundation,3.0,90.48,PayPal,Najaf,Female,56,68.553,271.44,Medium,Senior,Female Senior,21.927000000000007,2024,4,19,Spring,Makeup Brush,
2525,1134,4213,2024-11-30,Groceries,Misc,6.0,7.34,Credit Card,Kirkuk,Female,64,4.891,44.04,Low,Senior,Female Senior,2.449,2024,11,30,Fall,Personalized Accessories,
2526,1690,1088,2024-01-10,Beauty,Lipstick,5.0,85.0,Debit Card,Kirkuk,Male,25,68.84,425.0,Medium,Young Adult,Male Young Adult,16.159999999999997,2024,1,10,Winter,Lip Balm,
2527,519,9252,2024-07-15,Electronics,Smartphone,2.0,35.98,PayPal,Kirkuk,Female,20,27.432,71.96,Low,Young Adult,Female Young Adult,8.547999999999998,2024,7,15,Summer,Screen Protector,
2528,264,3579,2024-07-18,Books,Textbook,2.0,84.97,Credit Card,Erbil,Female,59,47.965,169.94,Medium,Senior,Female Senior,37.004999999999995,2024,7,18,Summer,Notebook,
2529,475,2894,2024-12-24,Electronics,Camera,6.0,72.76,Credit Card,Basra,Male,24,44.521,436.56000000000006,High,Young Adult,Male Young Adult,28.239000000000004,2024,12,24,Fall,,Mirrorless Camera
2530,550,6903,2024-08-19,Groceries,Misc,3.0,10.39,Credit Card,Erbil,Male,65,6.151,31.17,Low,Senior,Male Senior,4.239000000000001,2024,8,19,Summer,Personalized Accessories,
2531,1728,8371,2024-10-17,Electronics,Laptop,3.0,67.44,Debit Card,Kirkuk,Female,60,44.282,202.32,Medium,Senior,Female Senior,23.158,2024,10,17,Fall,Laptop Bag,
2532,1057,3509,2024-03-29,Books,Novel,2.0,15.5,PayPal,Najaf,Male,58,7.893,31.0,Low,Senior,Male Senior,7.607,2024,3,29,Winter,Bookmark,
2533,1121,3012,2024-07-05,Books,Novel,4.0,50.46,PayPal,Najaf,Female,46,36.238,201.84,Medium,Adult,Female Adult,14.222000000000001,2024,7,5,Summer,Bookmark,
2534,1048,3128,2024-01-18,Home Decor,Vase,6.0,52.8,Cash,Basra,Male,52,31.216,316.79999999999995,Medium,Senior,Male Senior,21.583999999999996,2024,1,18,Winter,Flowers,
2535,133,1064,2024-09-08,Books,Biography,1.0,88.31,Credit Card,Basra,Female,51,52.581,88.31,Low,Senior,Female Senior,35.729,2024,9,8,Summer,Bookmark,
2536,117,2794,2024-12-05,Beauty,Perfume,5.0,70.19,Cash,Erbil,Male,65,61.561,350.95,Medium,Senior,Male Senior,8.628999999999998,2024,12,5,Fall,Body Lotion,
2537,829,8107,2024-03-30,Home Decor,Candle,3.0,38.43,Credit Card,Basra,Male,26,20.975,115.28999999999999,Medium,Young Adult,Male Young Adult,17.455,2024,3,30,Winter,Candle Holder,
2538,707,2338,2024-11-05,Groceries,Misc,1.0,94.83,Cash,Mosul,Male,20,56.73,94.83,Low,Young Adult,Male Young Adult,38.1,2024,11,5,Fall,Personalized Accessories,
2539,31,6700,2024-04-05,Beauty,Mascara,9.0,92.26,Debit Card,Kirkuk,Female,47,66.208,830.34,High,Adult,Female Adult,26.052000000000007,2024,4,5,Spring,,Waterproof Mascara
2540,1623,4500,2024-03-14,Books,Textbook,2.0,79.06,Cash,Erbil,Female,42,39.937,158.12,Medium,Adult,Female Adult,39.123000000000005,2024,3,14,Winter,Notebook,
2541,1394,1254,2024-06-06,Electronics,Smartphone,5.0,33.88,Cash,Mosul,Male,30,17.597,169.4,Medium,Young Adult,Male Young Adult,16.283,2024,6,6,Spring,Screen Protector,
2542,1754,6565,2024-02-20,Sports,Misc,5.0,64.07,PayPal,Erbil,Male,26,56.243,320.34999999999997,Medium,Young Adult,Male Young Adult,7.826999999999991,2024,2,20,Winter,Personalized Accessories,
2543,1888,6767,2024-03-04,Clothing,T-Shirt,7.0,91.9,Debit Card,Najaf,Male,58,66.402,643.3000000000001,High,Senior,Male Senior,25.498000000000005,2024,3,4,Winter,,Branded T-Shirt
2544,10,2230,2024-01-27,Electronics,Camera,3.0,96.72,Debit Card,Erbil,Female,64,49.241,290.15999999999997,Medium,Senior,Female Senior,47.479,2024,1,27,Winter,Camera Bag,
2545,17,2890,2024-04-24,Groceries,Misc,8.0,99.29,Credit Card,Basra,Male,26,60.419,794.32,High,Young Adult,Male Young Adult,38.87100000000001,2024,4,24,Spring,,Personalized Miscellaneous Items
2546,470,2749,2024-04-22,Home Decor,Candle,2.0,66.05,PayPal,Mosul,Female,51,56.952,132.1,Medium,Senior,Female Senior,9.097999999999999,2024,4,22,Spring,Candle Holder,
2547,2,7016,2024-08-28,Clothing,Dress,3.0,47.42,Credit Card,Baghdad,Male,24,26.403,142.26,Medium,Young Adult,Male Young Adult,21.017000000000003,2024,8,28,Summer,Jewelry,
2548,194,1976,2024-07-05,Groceries,Misc,8.0,89.46,Debit Card,Baghdad,Male,63,56.928,715.68,High,Senior,Male Senior,32.532,2024,7,5,Summer,,Personalized Miscellaneous Items
2549,1853,5467,2024-05-14,Books,Novel,4.0,31.66,Credit Card,Najaf,Male,58,18.06,126.64,Medium,Senior,Male Senior,13.600000000000001,2024,5,14,Spring,Bookmark,
2550,1669,8095,2024-12-10,Beauty,Mascara,3.0,89.74,Cash,Erbil,Male,28,79.913,269.21999999999997,Medium,Young Adult,Male Young Adult,9.826999999999998,2024,12,10,Fall,Eyeliner,
2551,1183,7477,2024-05-02,Sports,Misc,4.0,72.42,Debit Card,Erbil,Male,29,38.488,289.68,Medium,Young Adult,Male Young Adult,33.932,2024,5,2,Spring,Personalized Accessories,
2552,539,4175,2024-02-07,Electronics,Headphones,6.0,50.7,PayPal,Najaf,Female,40,39.597,304.20000000000005,Medium,Adult,Female Adult,11.103000000000002,2024,2,7,Winter,Headphone Case,
2553,1471,8840,2023-12-29,Books,Biography,4.0,35.49,Debit Card,Mosul,Male,57,22.119,141.96,Medium,Senior,Male Senior,13.371000000000002,2023,12,29,Fall,Bookmark,
2554,1448,7417,2024-08-26,Home Decor,Vase,3.0,24.92,PayPal,Erbil,Male,19,21.52,74.76,Low,Young Adult,Male Young Adult,3.400000000000002,2024,8,26,Summer,Flowers,
2555,1420,5247,2024-01-12,Electronics,Laptop,7.0,53.42,PayPal,Baghdad,Female,24,35.588,373.94,Medium,Young Adult,Female Young Adult,17.832,2024,1,12,Winter,Laptop Bag,
2556,382,7250,2024-06-15,Beauty,Lipstick,3.0,55.34,Credit Card,Erbil,Male,41,29.39,166.02,Medium,Adult,Male Adult,25.950000000000003,2024,6,15,Spring,Lip Balm,
2557,1294,8731,2024-06-26,Home Decor,Lamp,6.0,65.9,Cash,Erbil,Female,62,50.909,395.40000000000003,Medium,Senior,Female Senior,14.991000000000007,2024,6,26,Spring,Light Bulb,
2558,1332,4759,2024-08-14,Sports,Misc,8.0,88.42,Credit Card,Najaf,Female,30,71.093,707.36,High,Young Adult,Female Young Adult,17.326999999999998,2024,8,14,Summer,,Personalized Miscellaneous Items
2559,715,8379,2024-01-14,Sports,Misc,10.0,44.99,PayPal,Erbil,Female,39,30.081,449.90000000000003,High,Adult,Female Adult,14.909000000000002,2024,1,14,Winter,,Personalized Miscellaneous Items
2560,401,5277,2024-04-13,Sports,Misc,6.0,77.19,PayPal,Najaf,Male,53,67.084,463.14,High,Senior,Male Senior,10.105999999999995,2024,4,13,Spring,,Personalized Miscellaneous Items
2561,356,9212,2024-09-06,Beauty,Mascara,4.0,49.62,Debit Card,Mosul,Male,62,42.695,198.48,Medium,Senior,Male Senior,6.924999999999997,2024,9,6,Summer,Eyeliner,
2562,149,5477,2024-01-30,Home Decor,Vase,3.0,71.56,Debit Card,Basra,Female,44,62.24,214.68,Medium,Adult,Female Adult,9.32,2024,1,30,Winter,Flowers,
2563,1859,1855,2024-01-30,Electronics,Laptop,4.0,70.38,PayPal,Baghdad,Male,58,49.271,281.52,Medium,Senior,Male Senior,21.108999999999995,2024,1,30,Winter,Laptop Bag,
2564,1134,6373,2024-06-23,Electronics,Smartphone,8.0,66.4,Cash,Kirkuk,Female,36,33.47,531.2,High,Adult,Female Adult,32.93000000000001,2024,6,23,Spring,,Premium Smartphone Model
2565,1364,6054,2024-09-07,Clothing,Jacket,5.0,67.28,Credit Card,Basra,Male,57,59.885,336.4,Medium,Senior,Male Senior,7.395000000000003,2024,9,7,Summer,Scarf,
2566,1436,8941,2024-05-01,Electronics,Camera,2.0,8.59,PayPal,Najaf,Female,40,4.996,17.18,Low,Adult,Female Adult,3.5939999999999994,2024,5,1,Spring,Camera Bag,
2567,1310,9168,2024-05-11,Books,Textbook,6.0,79.78,Cash,Najaf,Male,18,59.439,478.68,High,Adult,Male Adult,20.341,2024,5,11,Spring,,Annotated Edition 
2568,141,1514,2024-11-01,Sports,Misc,5.0,90.4,Credit Card,Baghdad,Female,20,58.757,452.0,High,Young Adult,Female Young Adult,31.643000000000008,2024,11,1,Fall,,Personalized Miscellaneous Items
2569,1253,2756,2024-02-29,Sports,Misc,2.0,48.66,Credit Card,Najaf,Female,20,41.852,97.32,Low,Young Adult,Female Young Adult,6.808,2024,2,29,Winter,Personalized Accessories,
2570,806,5194,2024-09-09,Beauty,Mascara,1.0,23.69,Cash,Mosul,Female,42,20.831,23.69,Low,Adult,Female Adult,2.8590000000000018,2024,9,9,Summer,Eyeliner,
2571,1446,6809,2024-11-08,Clothing,Jeans,10.0,5.58,PayPal,Mosul,Male,27,5.005,55.8,Low,Young Adult,Male Young Adult,0.5750000000000002,2024,11,8,Fall,Belt,
2572,335,2150,2024-06-12,Books,Biography,4.0,15.31,Cash,Baghdad,Female,39,10.788,61.24,Low,Adult,Female Adult,4.522,2024,6,12,Spring,Bookmark,
2573,117,8803,2024-06-29,Groceries,Misc,1.0,52.77,PayPal,Baghdad,Male,39,37.01,52.77,Low,Adult,Male Adult,15.760000000000005,2024,6,29,Spring,Personalized Accessories,
2574,882,8476,2023-12-30,Beauty,Perfume,5.0,11.39,Debit Card,Baghdad,Male,61,9.147,56.95,Low,Senior,Male Senior,2.2430000000000003,2023,12,30,Fall,Body Lotion,
2575,123,1618,2024-02-23,Clothing,Dress,1.0,21.52,Cash,Kirkuk,Male,27,12.525,21.52,Low,Young Adult,Male Young Adult,8.995,2024,2,23,Winter,Jewelry,
2576,1788,1965,2024-10-17,Sports,Misc,9.0,93.01,Credit Card,Najaf,Male,62,83.623,837.09,High,Senior,Male Senior,9.387,2024,10,17,Fall,,Personalized Miscellaneous Items
2577,537,2429,2024-10-10,Sports,Misc,7.0,5.56,PayPal,Baghdad,Male,38,4.434,38.919999999999995,Low,Adult,Male Adult,1.1259999999999994,2024,10,10,Fall,Personalized Accessories,
2578,27,8210,2024-12-22,Books,Biography,9.0,56.53,PayPal,Najaf,Female,22,31.71,508.77,High,Young Adult,Female Young Adult,24.82,2024,12,22,Fall,,Collector's Edition Biography
2579,388,9257,2024-01-20,Groceries,Misc,10.0,88.0,PayPal,Kirkuk,Female,33,44.987,880.0,High,Young Adult,Female Young Adult,43.013,2024,1,20,Winter,,Personalized Miscellaneous Items
2580,735,1175,2024-11-08,Home Decor,Lamp,10.0,48.83,PayPal,Mosul,Male,51,31.778,488.29999999999995,High,Senior,Male Senior,17.052,2024,11,8,Fall,,Smart Lamp 
2581,1727,3547,2024-02-05,Books,Textbook,3.0,6.6,Debit Card,Mosul,Male,45,4.583,19.799999999999997,Low,Adult,Male Adult,2.0169999999999995,2024,2,5,Winter,Notebook,
2582,1026,5704,2024-11-01,Sports,Misc,5.0,15.73,Credit Card,Mosul,Male,55,8.305,78.65,Low,Senior,Male Senior,7.425000000000001,2024,11,1,Fall,Personalized Accessories,
2583,1239,5535,2024-09-05,Groceries,Misc,8.0,70.34,Debit Card,Baghdad,Female,52,52.361,562.72,High,Senior,Female Senior,17.979000000000006,2024,9,5,Summer,,Personalized Miscellaneous Items
2584,1431,6713,2024-08-16,Groceries,Misc,2.0,38.27,Debit Card,Basra,Female,36,31.121,76.54,Low,Adult,Female Adult,7.1490000000000045,2024,8,16,Summer,Personalized Accessories,
2585,761,6856,2024-01-16,Beauty,Lipstick,5.0,56.56,PayPal,Basra,Female,43,45.862,282.8,Medium,Adult,Female Adult,10.698,2024,1,16,Winter,Lip Balm,
2586,1416,6552,2024-06-23,Sports,Misc,2.0,19.49,Credit Card,Najaf,Female,41,10.678,38.98,Low,Adult,Female Adult,8.811999999999998,2024,6,23,Spring,Personalized Accessories,
2587,846,2056,2024-10-08,Electronics,Headphones,8.0,47.81,Credit Card,Kirkuk,Male,31,32.176,382.48,Medium,Young Adult,Male Young Adult,15.634,2024,10,8,Fall,Headphone Case,
2588,1467,2453,2024-09-06,Home Decor,Curtains,3.0,35.98,Credit Card,Basra,Female,37,30.525,107.94,Medium,Adult,Female Adult,5.454999999999998,2024,9,6,Summer,Matching Cushions,
2589,62,3714,2024-01-08,Home Decor,Curtains,2.0,63.36,Debit Card,Erbil,Female,62,49.523,126.72,Medium,Senior,Female Senior,13.836999999999996,2024,1,8,Winter,Matching Cushions,
2590,1884,9593,2024-01-18,Clothing,T-Shirt,8.0,76.86,Debit Card,Basra,Female,19,60.04,614.88,High,Young Adult,Female Young Adult,16.82,2024,1,18,Winter,,Branded T-Shirt
2591,1195,1321,2024-03-24,Books,Textbook,7.0,45.91,Debit Card,Basra,Male,41,36.595,321.37,Medium,Adult,Male Adult,9.314999999999998,2024,3,24,Winter,Notebook,
2592,1371,9097,2024-08-30,Groceries,Misc,5.0,79.27,Cash,Baghdad,Male,41,48.733,396.34999999999997,Medium,Adult,Male Adult,30.537,2024,8,30,Summer,Personalized Accessories,
2593,1907,2453,2024-09-20,Beauty,Perfume,7.0,46.54,Debit Card,Basra,Female,26,32.433,325.78,Medium,Young Adult,Female Young Adult,14.107,2024,9,20,Summer,Body Lotion,
2594,696,6711,2024-04-14,Groceries,Misc,10.0,14.7,PayPal,Erbil,Female,46,12.281,147.0,Medium,Adult,Female Adult,2.4189999999999987,2024,4,14,Spring,Personalized Accessories,
2595,541,5665,2024-03-18,Beauty,Foundation,2.0,53.15,PayPal,Kirkuk,Male,50,29.881,106.3,Medium,Adult,Male Adult,23.269,2024,3,18,Winter,Makeup Brush,
2596,748,7520,2024-02-19,Clothing,Dress,5.0,26.51,Cash,Mosul,Female,38,21.486,132.55,Medium,Adult,Female Adult,5.024000000000001,2024,2,19,Winter,Jewelry,
2597,314,6071,2024-05-30,Electronics,Laptop,1.0,8.73,Credit Card,Kirkuk,Female,56,6.311,8.73,Low,Senior,Female Senior,2.4190000000000005,2024,5,30,Spring,Laptop Bag,
2598,1453,2074,2024-05-21,Electronics,Smartphone,4.0,21.66,Credit Card,Mosul,Female,26,13.701,86.64,Low,Young Adult,Female Young Adult,7.959,2024,5,21,Spring,Screen Protector,
2599,711,3810,2024-03-12,Clothing,T-Shirt,3.0,48.58,Debit Card,Najaf,Male,38,25.695,145.74,Medium,Adult,Male Adult,22.884999999999998,2024,3,12,Winter,Sneakers,
2600,1049,5008,2024-07-27,Home Decor,Lamp,10.0,9.01,Cash,Erbil,Female,51,4.577,90.1,Low,Senior,Female Senior,4.433,2024,7,27,Summer,Light Bulb,
2601,351,5697,2024-02-09,Sports,Misc,5.0,30.73,PayPal,Basra,Male,25,23.56,153.65,Medium,Young Adult,Male Young Adult,7.170000000000002,2024,2,9,Winter,Personalized Accessories,
2602,1480,1154,2024-08-23,Electronics,Headphones,7.0,67.37,Cash,Kirkuk,Male,26,50.034,471.59000000000003,High,Young Adult,Male Young Adult,17.336000000000006,2024,8,23,Summer,,Noise-Canceling Headphones
2603,1577,8497,2024-01-10,Beauty,Lipstick,5.0,36.49,Cash,Najaf,Female,23,20.506,182.45000000000002,Medium,Young Adult,Female Young Adult,15.984000000000002,2024,1,10,Winter,Lip Balm,
2604,1642,7510,2024-04-01,Home Decor,Candle,5.0,9.05,PayPal,Baghdad,Male,41,6.836,45.25,Low,Adult,Male Adult,2.2140000000000004,2024,4,1,Spring,Candle Holder,
2605,1019,9819,2024-04-17,Electronics,Laptop,5.0,70.09,Cash,Erbil,Female,43,54.929,350.45000000000005,Medium,Adult,Female Adult,15.161000000000001,2024,4,17,Spring,Laptop Bag,
2606,362,3893,2024-11-10,Sports,Misc,2.0,21.69,Credit Card,Erbil,Male,53,14.43,43.38,Low,Senior,Male Senior,7.260000000000002,2024,11,10,Fall,Personalized Accessories,
2607,654,9678,2024-02-19,Sports,Misc,8.0,43.63,Credit Card,Mosul,Male,55,28.731,349.04,Medium,Senior,Male Senior,14.899000000000001,2024,2,19,Winter,Personalized Accessories,
2608,1153,3204,2024-09-22,Sports,Misc,3.0,13.88,Debit Card,Baghdad,Female,36,11.685,41.64,Low,Adult,Female Adult,2.1950000000000003,2024,9,22,Summer,Personalized Accessories,
2609,1291,1738,2024-11-13,Sports,Misc,9.0,95.92,Cash,Erbil,Male,59,75.399,863.28,High,Senior,Male Senior,20.521,2024,11,13,Fall,,Personalized Miscellaneous Items
2610,1037,2934,2024-09-10,Electronics,Camera,4.0,28.77,PayPal,Najaf,Female,65,19.911,115.08,Medium,Senior,Female Senior,8.858999999999998,2024,9,10,Summer,Camera Bag,
2611,1964,4749,2024-03-07,Electronics,Camera,3.0,85.28,Debit Card,Kirkuk,Female,21,58.779,255.84,Medium,Young Adult,Female Young Adult,26.500999999999998,2024,3,7,Winter,Camera Bag,
2612,104,8307,2024-02-06,Clothing,Jacket,9.0,22.46,Credit Card,Baghdad,Female,44,14.166,202.14000000000001,Medium,Adult,Female Adult,8.294,2024,2,6,Winter,Scarf,
2613,1447,5802,2024-06-21,Home Decor,Candle,10.0,26.51,Cash,Mosul,Female,55,14.913,265.1,Medium,Senior,Female Senior,11.597000000000001,2024,6,21,Spring,Candle Holder,
2614,1429,9360,2024-07-18,Electronics,Camera,3.0,48.19,PayPal,Mosul,Female,39,36.232,144.57,Medium,Adult,Female Adult,11.957999999999998,2024,7,18,Summer,Camera Bag,
2615,515,5902,2024-01-08,Books,Novel,5.0,79.78,Debit Card,Najaf,Female,39,62.941,398.9,Medium,Adult,Female Adult,16.839,2024,1,8,Winter,Bookmark,
2616,297,3185,2024-05-22,Groceries,Misc,6.0,56.58,Cash,Kirkuk,Male,60,36.557,339.48,Medium,Senior,Male Senior,20.022999999999996,2024,5,22,Spring,Personalized Accessories,
2617,1308,9712,2024-08-27,Home Decor,Lamp,7.0,49.16,PayPal,Najaf,Female,24,40.994,344.12,Medium,Young Adult,Female Young Adult,8.165999999999997,2024,8,27,Summer,Light Bulb,
2618,1514,4690,2024-05-21,Sports,Misc,3.0,37.29,Cash,Basra,Male,63,32.64,111.87,Medium,Senior,Male Senior,4.649999999999999,2024,5,21,Spring,Personalized Accessories,
2619,41,2661,2024-10-16,Electronics,Camera,2.0,73.87,PayPal,Najaf,Female,51,39.466,147.74,Medium,Senior,Female Senior,34.404,2024,10,16,Fall,Camera Bag,
2620,1196,7420,2024-01-06,Electronics,Smartphone,4.0,93.96,Cash,Najaf,Female,38,80.081,375.84,Medium,Adult,Female Adult,13.87899999999999,2024,1,6,Winter,Screen Protector,
2621,913,6359,2024-05-09,Beauty,Mascara,5.0,59.35,PayPal,Kirkuk,Female,22,31.888,296.75,Medium,Young Adult,Female Young Adult,27.462,2024,5,9,Spring,Eyeliner,
2622,1231,1535,2024-07-25,Groceries,Misc,7.0,12.56,Debit Card,Kirkuk,Male,52,9.244,87.92,Low,Senior,Male Senior,3.3160000000000007,2024,7,25,Summer,Personalized Accessories,
2623,1365,1346,2024-10-06,Books,Cookbook,1.0,79.84,PayPal,Basra,Female,58,70.421,79.84,Low,Senior,Female Senior,9.418999999999997,2024,10,6,Fall,Recipe Notebook,
2624,1959,2636,2024-11-23,Groceries,Misc,7.0,90.09,Debit Card,Baghdad,Male,53,58.436,630.63,High,Senior,Male Senior,31.654000000000003,2024,11,23,Fall,,Personalized Miscellaneous Items
2625,1421,5398,2024-11-12,Sports,Misc,9.0,77.96,Debit Card,Mosul,Female,60,68.352,701.64,High,Senior,Female Senior,9.60799999999999,2024,11,12,Fall,,Personalized Miscellaneous Items
2626,1002,5184,2024-05-21,Electronics,Laptop,2.0,46.9,Cash,Baghdad,Male,65,33.004,93.8,Low,Senior,Male Senior,13.896,2024,5,21,Spring,Laptop Bag,
2627,1241,5529,2024-08-15,Electronics,Camera,2.0,62.65,PayPal,Basra,Female,24,33.305,125.3,Medium,Young Adult,Female Young Adult,29.345,2024,8,15,Summer,Camera Bag,
2628,1727,8619,2024-06-05,Electronics,Smartphone,9.0,45.28,PayPal,Kirkuk,Female,35,23.25,407.52,Medium,Young Adult,Female Young Adult,22.03,2024,6,5,Spring,Screen Protector,
2629,1447,4584,2024-09-04,Groceries,Misc,5.0,29.12,Cash,Baghdad,Male,52,25.126,145.6,Medium,Senior,Male Senior,3.9939999999999998,2024,9,4,Summer,Personalized Accessories,
2630,925,1100,2024-05-28,Sports,Misc,9.0,38.97,Credit Card,Baghdad,Male,57,24.412,350.73,Medium,Senior,Male Senior,14.558,2024,5,28,Spring,Personalized Accessories,
2631,1578,4501,2024-03-25,Clothing,Dress,2.0,23.01,Credit Card,Najaf,Female,26,18.99,46.02,Low,Young Adult,Female Young Adult,4.020000000000003,2024,3,25,Winter,Jewelry,
2632,1596,5724,2024-06-19,Groceries,Misc,8.0,15.1,Credit Card,Najaf,Female,26,12.229,120.8,Medium,Young Adult,Female Young Adult,2.8710000000000004,2024,6,19,Spring,Personalized Accessories,
2633,1816,2660,2024-01-27,Books,Textbook,10.0,32.9,Cash,Baghdad,Male,62,23.178,329.0,Medium,Senior,Male Senior,9.721999999999998,2024,1,27,Winter,Notebook,
2634,1620,2757,2024-03-27,Home Decor,Lamp,10.0,20.91,PayPal,Baghdad,Female,45,13.378,209.1,Medium,Adult,Female Adult,7.532,2024,3,27,Winter,Light Bulb,
2635,1957,7343,2024-02-09,Sports,Misc,8.0,82.8,Cash,Erbil,Female,35,58.176,662.4,High,Young Adult,Female Young Adult,24.623999999999995,2024,2,9,Winter,,Personalized Miscellaneous Items
