Customer_ID,Transaction_ID,Transaction_Date,Product_Category,Product_Name,Quantity,Unit_Price,Payment_Method,Region,Gender,Age,Unit_Cost
1297,5460,2024-12-19,Electronics,Camera,2,90.96,Cash,Najaf,Male,35,74.538
1189,3874,2024-07-09,Groceries,Misc,1,37.38,Credit Card,Mosul,Male,33,32.064
484,7104,2024-05-21,Groceries,Misc,2,16.54,Credit Card,Kirkuk,Male,64,12.994
1983,2222,2024-10-01,Groceries,Misc,3,43.54,Debit Card,Baghdad,Female,28,29.298
1283,5128,2024-08-09,Home Decor,Curtains,1,45.79,Debit Card,Kirkuk,Female,35,23.026
1530,5943,2024-11-08,Books,Textbook,10,32.23,Credit Card,Kirkuk,Male,38,18.222
108,8431,2024-10-02,Home Decor,Lamp,10,98.9,Credit Card,Mosul,Female,65,63.095
1549,9806,2024-04-29,Groceries,Misc,4,64.66,PayPal,Erbil,Male,57,35.126
79,3381,2024-12-12,Clothing,Jacket,10,24.79,Cash,Basra,Female,57,19.128
672,8129,2024-10-01,Books,Novel,3,40.53,PayPal,Najaf,Female,61,22.53
745,8022,2024-06-21,Books,Cookbook,6,49.13,Cash,Basra,Female,36,39.15
501,3610,2024-09-15,Books,Textbook,5,32.8,PayPal,Kirkuk,Male,64,26.922
136,6702,2024-05-15,Books,Textbook,10,51.94,Credit Card,Baghdad,Female,26,27.735
1539,5865,2024-12-03,Clothing,Jacket,6,18.45,Cash,Basra,Male,39,14.838
1027,4432,2024-04-24,Sports,Misc,4,15.42,Debit Card,Mosul,Male,49,11.457
1045,3143,2024-12-04,Groceries,Misc,3,66.52,Credit Card,Erbil,Female,46,48.989
1431,8311,2024-07-30,Beauty,Mascara,1,35.82,Debit Card,Mosul,Female,46,19.192
789,2787,2024-10-12,Beauty,Perfume,8,38.13,Debit Card,Baghdad,Female,22,27.597
1964,4349,2024-12-02,Beauty,Mascara,5,94.0,PayPal,Baghdad,Female,44,70.476
1014,7687,2024-04-15,Electronics,Smartphone,2,24.68,Credit Card,Mosul,Male,21,14.032
1000,1118,2024-10-14,Sports,Misc,10,64.04,Debit Card,Najaf,Female,42,43.57
1647,9994,2024-10-22,Beauty,Lipstick,1,55.28,Cash,Baghdad,Male,30,38.964
1693,9924,2024-08-29,Home Decor,Vase,5,85.96,Cash,Najaf,Male,21,50.59
375,8807,2024-02-01,Beauty,Foundation,7,69.03,Debit Card,Kirkuk,Female,42,35.388
12,6022,2024-12-22,Groceries,Misc,4,50.46,Cash,Kirkuk,Male,22,39.941
480,2829,2024-02-07,Sports,Misc,2,23.73,Debit Card,Erbil,Male,63,12.653
208,9573,2024-12-21,Books,Novel,4,37.95,Credit Card,Kirkuk,Male,39,25.209
1533,4311,2024-01-01,Groceries,Misc,8,8.11,Debit Card,Najaf,Male,36,5.097
1137,2630,2024-05-04,Beauty,Lipstick,9,43.9,Cash,Najaf,Female,42,32.531
446,3551,2024-06-11,Books,Biography,3,17.4,Credit Card,Najaf,Female,65,9.164
448,4739,2024-01-25,Groceries,Misc,6,14.44,PayPal,Baghdad,Female,65,12.36
1072,7744,2024-04-15,Groceries,Misc,3,37.7,Cash,Kirkuk,Male,34,32.116
1235,6684,2024-09-04,Electronics,Smartphone,5,61.1,Cash,Kirkuk,Female,37,47.206
1483,8537,2024-03-28,Sports,Misc,3,87.33,Debit Card,Najaf,Female,31,49.765
1387,4712,2024-05-06,Sports,Misc,4,26.01,Cash,Basra,Male,36,18.13
1995,8524,2024-12-16,Clothing,T-Shirt,9,22.8,Debit Card,Baghdad,Female,37,17.998
1237,9125,2024-03-16,Groceries,Misc,1,19.55,PayPal,Kirkuk,Male,59,13.192
1809,3295,2024-03-06,Books,Biography,5,69.68,Debit Card,Najaf,Female,47,36.555
1057,9863,2024-07-30,Groceries,Misc,8,49.36,Credit Card,Erbil,Male,65,33.317
301,8511,2024-11-03,Electronics,Camera,4,75.23,Cash,Erbil,Male,38,38.28
1643,4801,2024-01-29,Books,Novel,9,64.07,PayPal,Erbil,Male,34,37.928
744,9458,2024-12-21,Clothing,T-Shirt,8,20.47,Cash,Najaf,Female,64,13.654
275,9132,2024-07-14,Electronics,Laptop,4,46.53,Credit Card,Najaf,Female,31,38.676
186,1004,2024-05-14,Electronics,Headphones,5,69.25,Debit Card,Baghdad,Male,31,38.242
936,9608,2024-09-20,Groceries,Misc,1,57.7,Cash,Baghdad,Male,62,50.378
1354,1683,2024-05-24,Groceries,Misc,2,26.59,Debit Card,Erbil,Female,60,18.01
1796,8926,2024-06-03,Beauty,Lipstick,8,72.48,Credit Card,Mosul,Male,56,63.596
435,8238,2024-02-17,Electronics,Laptop,3,29.51,Cash,Kirkuk,Female,31,24.242
322,3842,2024-01-29,Electronics,Laptop,9,11.0,Credit Card,Mosul,Male,47,6.43
890,7819,2024-09-06,Home Decor,Candle,4,95.12,Debit Card,Baghdad,Male,42,59.798
1776,3104,2024-12-21,Clothing,Dress,5,21.82,Debit Card,Baghdad,Female,22,11.767
1639,5210,2024-05-03,Books,Textbook,5,80.95,Cash,Erbil,Male,43,60.522
1441,2742,2024-09-20,Home Decor,Vase,4,19.52,Debit Card,Kirkuk,Female,27,11.638
218,1651,2024-03-07,Groceries,Misc,5,65.7,Cash,Baghdad,Male,27,38.679
573,4245,2024-11-10,Electronics,Camera,6,28.52,Debit Card,Najaf,Female,63,19.957
615,1280,2024-11-09,Electronics,Smartphone,5,48.82,Cash,Mosul,Male,56,42.846
801,4843,2024-08-25,Clothing,Jeans,4,93.54,Cash,Basra,Male,34,47.769
1884,7292,2024-09-04,Groceries,Misc,5,16.97,PayPal,Kirkuk,Female,19,9.799
358,5735,2024-05-13,Clothing,T-Shirt,4,83.55,Cash,Mosul,Male,52,42.29
1720,6230,2024-05-14,Groceries,Misc,9,48.08,Cash,Erbil,Male,59,29.915
806,4645,2024-07-04,Home Decor,Curtains,6,75.58,PayPal,Najaf,Male,22,62.149
1911,1002,2024-02-02,Clothing,Jeans,5,34.52,Credit Card,Najaf,Male,37,21.348
1174,1107,2024-01-20,Groceries,Misc,9,19.56,Debit Card,Basra,Male,33,13.966
1875,9126,2024-11-22,Books,Biography,10,12.15,Cash,Basra,Male,18,6.704
680,4502,2024-10-08,Beauty,Lipstick,6,9.77,Cash,Baghdad,Female,20,7.388
1709,2133,2024-07-28,Clothing,Dress,1,40.17,Cash,Mosul,Male,35,27.779
1585,5056,2024-12-25,Clothing,T-Shirt,6,98.57,Credit Card,Kirkuk,Male,31,51.21
1973,9054,2024-12-05,Sports,Misc,7,93.11,Credit Card,Najaf,Female,54,51.706
1631,5865,2024-06-11,Beauty,Perfume,8,29.65,Debit Card,Kirkuk,Male,36,21.029
1437,7056,2024-03-28,Electronics,Smartphone,2,61.17,Cash,Baghdad,Male,57,31.579
1612,5140,2024-04-16,Groceries,Misc,8,94.11,PayPal,Mosul,Male,30,59.943
1065,9815,2024-03-19,Sports,Misc,9,29.34,Cash,Baghdad,Male,63,21.848
783,7448,2024-01-18,Electronics,Laptop,9,49.5,PayPal,Mosul,Male,40,28.9
864,7286,2024-10-15,Electronics,Smartphone,4,87.88,Credit Card,Basra,Male,33,48.864
1256,2869,2024-07-12,Electronics,Headphones,3,5.21,Debit Card,Baghdad,Female,22,3.977
520,5982,2024-08-06,Electronics,Headphones,2,78.26,Cash,Baghdad,Male,39,67.366
726,6146,2024-04-20,Home Decor,Curtains,2,62.13,PayPal,Kirkuk,Male,21,37.593
1733,5678,2024-05-13,Beauty,Lipstick,5,64.9,Debit Card,Kirkuk,Male,59,51.967
613,7854,2024-07-28,Home Decor,Candle,3,20.91,PayPal,Erbil,Male,58,12.126
1509,6492,2024-09-30,Groceries,Misc,2,14.94,PayPal,Mosul,Male,54,10.055
568,6785,2024-06-23,Books,Biography,2,73.45,Cash,Kirkuk,Male,61,64.375
976,4611,2024-03-25,Electronics,Headphones,6,66.6,Credit Card,Erbil,Male,51,35.492
1342,7515,2024-09-28,Home Decor,Candle,3,41.82,PayPal,Mosul,Female,36,32.56
161,7905,2024-10-07,Groceries,Misc,9,75.69,Debit Card,Erbil,Female,64,44.15
46,3987,2024-04-06,Sports,Misc,4,48.56,PayPal,Mosul,Male,60,38.015
481,4165,2024-12-13,Sports,Misc,10,23.44,Credit Card,Baghdad,Female,27,20.442
1251,7122,2024-07-11,Electronics,Laptop,6,34.0,Debit Card,Baghdad,Male,37,26.749
1215,4175,2024-11-27,Electronics,Headphones,4,93.99,Cash,Basra,Female,32,51.421
146,7591,2024-08-03,Home Decor,Curtains,8,48.52,PayPal,Najaf,Female,24,29.39
1542,1990,2024-07-14,Books,Novel,3,39.29,Credit Card,Basra,Female,57,30.925
27,9907,2024-07-27,Clothing,Jeans,4,20.27,Debit Card,Mosul,Male,45,16.269
1265,8811,2024-01-24,Sports,Misc,2,59.24,Debit Card,Erbil,Female,22,42.266
896,1644,2024-01-19,Home Decor,Candle,4,63.54,Debit Card,Basra,Female,63,40.048
760,8800,2024-02-12,Sports,Misc,7,81.93,Cash,Mosul,Female,34,54.784
136,6821,2024-01-25,Sports,Misc,1,39.33,Debit Card,Basra,Female,61,30.017
656,1952,2024-09-19,Electronics,Camera,6,67.18,Credit Card,Kirkuk,Male,50,44.602
1646,6047,2024-04-14,Home Decor,Lamp,5,72.98,Credit Card,Erbil,Male,49,63.411
1900,1465,2024-03-03,Groceries,Misc,9,55.72,Debit Card,Erbil,Male,20,28.27
634,9646,2024-09-17,Home Decor,Curtains,6,58.68,Debit Card,Mosul,Male,49,31.578
1852,1414,2024-02-29,Sports,Misc,5,52.34,Credit Card,Erbil,Female,44,33.229
228,9049,2024-05-05,Beauty,Mascara,2,26.54,Debit Card,Kirkuk,Male,23,23.243
1385,9799,2024-01-13,Sports,Misc,4,99.0,Cash,Baghdad,Male,47,63.83
1489,5072,2024-12-14,Books,Cookbook,8,11.42,PayPal,Basra,Female,49,8.135
1150,1556,2024-09-08,Electronics,Headphones,1,29.27,Debit Card,Basra,Male,44,19.058
337,5404,2024-12-25,Sports,Misc,7,54.96,Debit Card,Mosul,Male,25,47.697
1445,2982,2024-01-27,Clothing,Jacket,7,78.36,PayPal,Erbil,Female,41,49.233
869,9640,2024-02-11,Groceries,Misc,6,68.41,Debit Card,Erbil,Female,57,56.28
572,3066,2024-01-08,Beauty,Perfume,1,80.0,Debit Card,Najaf,Male,64,64.793
1871,7986,2024-09-12,Sports,Misc,2,63.49,Debit Card,Mosul,Male,51,52.952
280,1490,2024-12-19,Clothing,Jeans,5,92.05,Debit Card,Baghdad,Male,42,79.975
1091,3361,2024-09-13,Sports,Misc,5,70.08,PayPal,Baghdad,Female,54,50.011
6,8129,2024-07-16,Sports,Misc,9,14.93,Cash,Mosul,Female,63,9.882
944,3294,2024-10-02,Clothing,T-Shirt,1,35.2,Credit Card,Erbil,Male,35,27.366
1640,6104,2024-06-19,Sports,Misc,2,84.5,Cash,Basra,Female,52,65.18
1967,2562,2024-12-24,Home Decor,Vase,8,71.48,Credit Card,Baghdad,Male,33,48.552
412,8930,2024-05-12,Books,Biography,2,13.46,Debit Card,Baghdad,Male,20,10.402
315,9048,2024-02-16,Sports,Misc,10,16.92,Credit Card,Basra,Male,31,15.058
1959,3714,2024-07-28,Home Decor,Vase,3,15.55,Credit Card,Kirkuk,Male,46,8.147
892,5296,2024-05-05,Beauty,Foundation,10,17.17,Cash,Najaf,Female,29,9.668
579,7657,2024-10-11,Sports,Misc,6,88.95,Credit Card,Erbil,Male,50,57.793
1280,1096,2024-04-13,Books,Textbook,1,85.72,PayPal,Basra,Male,25,60.545
1659,3699,2024-06-18,Clothing,Dress,5,63.84,Credit Card,Baghdad,Male,26,37.208
251,9683,2024-08-06,Home Decor,Candle,4,24.36,Debit Card,Erbil,Female,22,16.823
1098,3548,2024-11-11,Beauty,Mascara,1,41.9,Cash,Erbil,Female,39,31.352
327,3938,2024-03-16,Beauty,Mascara,7,50.37,PayPal,Erbil,Male,56,35.277
1209,2001,2024-09-22,Home Decor,Vase,9,64.39,Debit Card,Basra,Female,28,42.169
1245,9899,2024-03-18,Books,Textbook,4,85.48,Cash,Mosul,Female,40,67.318
338,4179,2024-09-08,Sports,Misc,3,26.31,Debit Card,Kirkuk,Female,38,23.662
1233,7210,2024-03-24,Groceries,Misc,9,29.61,Debit Card,Kirkuk,Male,37,24.229
656,4601,2024-07-22,Books,Biography,6,47.87,Cash,Mosul,Female,51,40.909
1549,7546,2024-02-17,Groceries,Misc,3,88.43,Credit Card,Najaf,Male,63,56.337
84,1858,2024-07-16,Sports,Misc,4,71.59,Cash,Mosul,Male,39,56.964
828,4793,2024-02-28,Groceries,Misc,9,19.89,Debit Card,Basra,Male,40,14.662
675,7668,2024-01-04,Clothing,Jacket,3,19.95,PayPal,Erbil,Male,44,10.489
1128,6601,2024-10-23,Electronics,Laptop,4,91.98,PayPal,Erbil,Male,35,71.356
625,9423,2024-02-13,Electronics,Camera,9,40.34,Cash,Baghdad,Male,37,23.648
115,3564,2024-10-06,Home Decor,Vase,10,6.44,Credit Card,Erbil,Female,55,4.961
1537,5721,2024-03-04,Groceries,Misc,5,5.45,Cash,Najaf,Female,48,4.497
733,1393,2024-05-03,Electronics,Smartphone,10,55.17,Cash,Erbil,Male,41,36.932
1942,9157,2024-02-10,Clothing,Dress,10,90.98,Cash,Baghdad,Male,40,79.784
1843,3760,2024-06-03,Electronics,Headphones,9,24.25,Cash,Erbil,Male,59,12.637
1782,7891,2024-02-02,Beauty,Mascara,5,97.99,PayPal,Najaf,Female,30,76.207
1884,4189,2024-02-01,Beauty,Foundation,6,63.24,Debit Card,Najaf,Male,61,43.163
1979,9787,2024-10-06,Electronics,Headphones,6,71.21,Cash,Mosul,Female,38,64.012
349,4253,2024-09-10,Beauty,Foundation,4,36.21,Debit Card,Najaf,Male,59,25.608
1073,3430,2024-09-09,Beauty,Perfume,3,98.93,Debit Card,Najaf,Male,23,64.406
946,3251,2024-01-14,Sports,Misc,3,62.17,Debit Card,Mosul,Male,65,41.323
396,9515,2024-03-14,Clothing,Jeans,9,58.38,Debit Card,Baghdad,Male,53,43.639
803,9429,2024-11-16,Beauty,Perfume,5,82.1,PayPal,Basra,Female,42,63.392
937,6942,2024-11-08,Beauty,Foundation,2,86.01,Cash,Najaf,Female,31,63.725
615,5881,2024-10-24,Books,Cookbook,6,99.18,PayPal,Erbil,Female,43,53.14
708,5187,2024-03-08,Beauty,Foundation,8,30.55,Cash,Basra,Female,55,17.644
491,8975,2024-12-25,Clothing,T-Shirt,7,41.24,Credit Card,Basra,Female,49,26.677
1060,2397,2024-10-18,Books,Cookbook,5,99.77,Debit Card,Erbil,Male,33,83.219
1187,1611,2024-03-31,Home Decor,Vase,10,38.51,Debit Card,Erbil,Female,49,25.261
307,7319,2024-08-31,Books,Novel,7,79.69,Credit Card,Mosul,Male,48,43.121
1163,6739,2024-04-08,Home Decor,Curtains,10,20.7,Credit Card,Baghdad,Male,21,18.55
595,2965,2024-06-05,Books,Cookbook,10,74.7,Credit Card,Kirkuk,Male,26,64.669
1423,4997,2024-10-02,Clothing,Jacket,8,35.66,Credit Card,Kirkuk,Male,50,22.183
484,8122,2024-01-30,Electronics,Headphones,8,23.49,Credit Card,Baghdad,Male,23,20.371
1906,3969,2024-08-02,Groceries,Misc,7,45.06,Cash,Kirkuk,Male,58,39.429
1203,8504,2024-06-24,Beauty,Mascara,4,31.67,Cash,Najaf,Male,28,16.76
1947,7839,2024-04-30,Electronics,Headphones,2,48.21,PayPal,Erbil,Female,63,28.586
1831,1497,2024-05-15,Beauty,Perfume,7,26.92,PayPal,Baghdad,Male,60,16.345
1987,4915,2024-12-27,Electronics,Laptop,3,90.37,Cash,Erbil,Female,50,50.62
1356,5746,2024-03-07,Beauty,Mascara,2,46.08,Cash,Kirkuk,Female,51,27.872
1969,9270,2024-06-30,Electronics,Headphones,1,36.78,Cash,Baghdad,Female,33,19.298
364,2480,2024-02-01,Books,Textbook,10,42.97,Cash,Baghdad,Male,20,27.994
882,6768,2024-06-23,Groceries,Misc,2,99.65,Credit Card,Erbil,Female,38,87.776
514,8989,2024-09-24,Books,Cookbook,6,66.46,Cash,Mosul,Male,57,51.605
989,7455,2024-08-08,Home Decor,Vase,4,27.38,Cash,Basra,Female,52,18.3
717,1388,2024-07-05,Electronics,Camera,3,92.59,Cash,Mosul,Male,24,67.111
426,9459,2024-03-20,Clothing,Jeans,6,92.12,Debit Card,Kirkuk,Female,52,50.258
1723,7785,2024-04-11,Home Decor,Curtains,4,99.1,PayPal,Erbil,Male,45,58.982
1563,3965,2024-01-12,Groceries,Misc,8,75.78,Debit Card,Mosul,Female,60,58.086
107,4040,2024-02-15,Groceries,Misc,2,9.88,PayPal,Baghdad,Female,57,5.452
491,6098,2024-03-20,Electronics,Headphones,3,5.91,Cash,Baghdad,Female,56,4.235
46,2791,2024-02-16,Electronics,Headphones,7,27.18,PayPal,Najaf,Female,51,18.111
1530,8978,2024-02-01,Clothing,Jacket,5,30.37,Credit Card,Najaf,Male,51,16.838
1531,2625,2024-10-27,Home Decor,Vase,1,91.05,Debit Card,Mosul,Male,49,54.504
1587,8324,2024-03-24,Beauty,Lipstick,4,24.53,Cash,Basra,Male,39,21.806
1846,6138,2024-08-05,Sports,Misc,1,39.91,Credit Card,Baghdad,Female,18,32.486
1780,8387,2024-07-02,Beauty,Foundation,7,98.83,Debit Card,Mosul,Female,57,53.032
1334,6887,2024-09-28,Sports,Misc,6,5.69,Cash,Najaf,Female,24,3.312
829,9605,2024-06-23,Home Decor,Curtains,1,41.65,Cash,Erbil,Female,37,35.445
1864,5432,2024-09-30,Home Decor,Lamp,5,88.13,PayPal,Baghdad,Female,48,57.601
1460,7534,2024-08-10,Electronics,Headphones,3,62.18,Credit Card,Kirkuk,Male,37,44.671
1176,2957,2024-09-01,Home Decor,Curtains,9,54.52,Debit Card,Najaf,Male,51,42.3
1262,2488,2024-07-07,Home Decor,Candle,5,9.16,PayPal,Erbil,Female,34,4.81
699,4863,2024-05-14,Books,Biography,2,84.91,PayPal,Basra,Male,22,57.142
1660,3695,2024-03-14,Clothing,T-Shirt,5,14.33,PayPal,Baghdad,Female,49,12.504
1997,8044,2024-10-11,Electronics,Laptop,8,60.36,PayPal,Erbil,Female,35,34.536
88,6885,2024-02-01,Clothing,Jeans,4,85.41,Cash,Najaf,Female,29,62.858
332,5639,2024-05-16,Clothing,T-Shirt,7,37.54,Credit Card,Erbil,Male,47,20.794
342,6812,2024-01-22,Books,Cookbook,6,45.25,PayPal,Erbil,Male,60,26.963
81,7789,2024-10-30,Home Decor,Curtains,6,73.13,Debit Card,Mosul,Male,57,54.948
951,6558,2024-08-06,Electronics,Camera,8,89.98,PayPal,Erbil,Female,42,66.321
303,3225,2024-02-03,Home Decor,Candle,1,26.45,Debit Card,Baghdad,Female,19,18.527
1582,3349,2024-02-13,Groceries,Misc,8,31.92,Credit Card,Baghdad,Female,22,22.687
845,3022,2024-02-20,Clothing,Dress,4,71.79,Cash,Erbil,Female,46,38.291
948,4726,2024-09-03,Groceries,Misc,1,26.08,PayPal,Baghdad,Male,43,14.236
865,3363,2024-09-06,Clothing,Jeans,8,43.73,Debit Card,Erbil,Female,57,23.304
477,9848,2024-08-18,Beauty,Foundation,4,39.67,Debit Card,Baghdad,Female,37,19.88
636,1757,2024-03-09,Clothing,Jeans,5,20.92,PayPal,Najaf,Female,60,13.855
908,4950,2024-01-25,Beauty,Mascara,8,10.63,Credit Card,Najaf,Female,49,7.05
1162,8445,2024-07-27,Sports,Misc,6,23.42,Cash,Mosul,Female,43,19.917
7,4715,2024-04-04,Electronics,Laptop,9,76.09,PayPal,Basra,Male,25,64.016
662,7884,2024-10-26,Beauty,Lipstick,1,9.08,Debit Card,Baghdad,Female,45,5.97
1156,2564,2024-12-06,Electronics,Laptop,9,11.74,Cash,Mosul,Female,51,9.578
1628,1397,2024-01-01,Home Decor,Candle,7,27.28,Debit Card,Basra,Male,28,16.819
1888,9741,2024-09-21,Home Decor,Vase,10,31.64,Credit Card,Mosul,Female,60,26.147
1028,6039,2024-08-17,Books,Cookbook,4,66.87,Cash,Baghdad,Female,18,35.019
497,2580,2024-10-20,Clothing,Dress,2,38.48,Debit Card,Kirkuk,Female,35,34.263
1017,4492,2024-04-09,Beauty,Lipstick,3,29.71,PayPal,Kirkuk,Male,32,16.205
697,7174,2024-10-02,Electronics,Camera,1,87.25,PayPal,Najaf,Female,28,77.929
1303,8632,2024-04-21,Sports,Misc,9,14.74,PayPal,Erbil,Female,52,8.477
1722,5282,2024-08-30,Books,Biography,2,16.95,PayPal,Basra,Female,65,10.152
303,2313,2024-12-27,Electronics,Laptop,6,87.19,Credit Card,Erbil,Male,64,45.202
1410,8628,2024-10-25,Groceries,Misc,9,69.04,Cash,Erbil,Female,51,59.578
1708,8938,2024-04-25,Electronics,Camera,5,56.39,Debit Card,Mosul,Female,27,37.194
490,4925,2024-08-20,Beauty,Perfume,2,68.2,PayPal,Najaf,Female,36,35.44
1191,9008,2024-05-25,Home Decor,Candle,10,23.04,Debit Card,Najaf,Male,65,17.352
1291,3294,2024-04-30,Electronics,Laptop,6,35.51,PayPal,Mosul,Male,22,27.523
1269,5546,2024-05-27,Books,Cookbook,5,66.72,Cash,Najaf,Male,35,36.093
1046,1564,2024-04-09,Electronics,Headphones,9,75.58,Cash,Basra,Male,19,57.337
510,9491,2024-03-21,Sports,Misc,7,28.89,Credit Card,Basra,Male,24,21.099
681,3957,2024-03-13,Electronics,Camera,8,70.36,PayPal,Mosul,Male,62,54.559
1034,9563,2024-01-11,Beauty,Foundation,2,38.84,Cash,Baghdad,Male,54,24.254
987,4538,2024-09-06,Clothing,Jacket,8,99.69,PayPal,Erbil,Female,49,77.716
226,7090,2024-06-02,Home Decor,Lamp,5,83.97,Cash,Mosul,Male,19,57.338
1594,3408,2024-11-15,Sports,Misc,8,11.05,Credit Card,Erbil,Female,61,8.825
1651,6739,2024-05-20,Sports,Misc,2,94.14,Cash,Najaf,Male,24,49.911
605,7688,2024-10-30,Books,Textbook,3,30.53,Cash,Kirkuk,Female,30,21.64
891,6274,2024-11-21,Books,Biography,9,8.16,Debit Card,Baghdad,Male,46,4.927
1300,6947,2024-08-31,Clothing,Dress,8,39.47,PayPal,Mosul,Male,45,34.448
941,2507,2024-04-07,Home Decor,Lamp,9,31.81,PayPal,Baghdad,Female,28,23.632
1372,3720,2024-06-20,Sports,Misc,5,39.94,Cash,Mosul,Female,59,20.833
1938,6121,2024-01-27,Clothing,Jacket,9,57.36,Debit Card,Kirkuk,Male,48,45.491
1318,5304,2024-06-05,Books,Novel,1,35.15,Debit Card,Mosul,Male,60,20.611
319,4682,2024-07-12,Beauty,Mascara,7,29.33,PayPal,Baghdad,Female,30,16.743
21,5422,2024-11-22,Groceries,Misc,2,23.36,Cash,Mosul,Male,38,18.504
1291,1706,2024-04-27,Clothing,Jeans,7,10.73,Credit Card,Erbil,Female,30,7.938
355,2595,2024-05-31,Books,Cookbook,1,22.2,Debit Card,Mosul,Female,19,16.976
1618,3209,2024-08-02,Sports,Misc,3,55.48,PayPal,Mosul,Female,20,37.765
1220,7202,2024-04-11,Beauty,Foundation,5,42.39,Debit Card,Baghdad,Male,31,27.403
421,9376,2024-11-16,Clothing,Dress,5,53.42,Debit Card,Mosul,Male,49,34.221
1811,1336,2024-01-20,Beauty,Mascara,5,41.26,Debit Card,Mosul,Female,58,26.986
1035,3926,2024-01-18,Sports,Misc,4,78.51,PayPal,Basra,Male,36,48.81
1656,8893,2024-10-25,Home Decor,Curtains,5,32.62,Credit Card,Kirkuk,Female,22,25.474
323,1480,2024-02-20,Sports,Misc,5,31.39,Debit Card,Najaf,Male,59,25.254
841,6332,2024-02-18,Clothing,Jeans,8,94.03,Credit Card,Najaf,Male,46,66.256
1934,8622,2024-12-25,Books,Textbook,9,40.38,Credit Card,Baghdad,Female,61,31.557
406,2884,2024-09-21,Beauty,Mascara,5,34.51,PayPal,Mosul,Female,51,30.593
584,5485,2024-12-03,Beauty,Foundation,6,17.97,Credit Card,Erbil,Male,62,14.818
431,4188,2024-08-21,Electronics,Laptop,8,25.75,PayPal,Mosul,Male,21,13.07
524,7152,2024-10-16,Clothing,Jeans,1,78.94,Debit Card,Basra,Female,21,48.881
420,7972,2024-10-24,Groceries,Misc,8,65.02,Debit Card,Basra,Male,47,57.046
565,8957,2024-06-17,Clothing,T-Shirt,9,37.9,Debit Card,Mosul,Male,37,25.656
1305,9198,2024-08-01,Books,Textbook,8,24.54,Credit Card,Erbil,Male,65,19.618
505,5809,2024-01-16,Home Decor,Candle,2,68.31,Debit Card,Najaf,Female,54,59.507
202,1410,2024-08-14,Home Decor,Lamp,6,66.48,Debit Card,Erbil,Female,20,56.383
1818,2866,2024-07-12,Clothing,Dress,4,9.21,PayPal,Baghdad,Male,48,4.781
632,9140,2024-07-11,Groceries,Misc,2,73.85,Debit Card,Basra,Female,52,60.659
1943,7686,2024-09-05,Electronics,Laptop,2,75.88,Credit Card,Mosul,Female,33,43.045
1855,8279,2023-12-31,Groceries,Misc,9,40.91,Cash,Mosul,Male,24,32.804
1412,4241,2024-09-30,Electronics,Smartphone,9,91.08,Debit Card,Erbil,Female,37,49.869
1002,4784,2024-04-24,Electronics,Smartphone,3,92.76,Credit Card,Mosul,Female,27,76.366
1033,4963,2024-11-23,Sports,Misc,10,37.28,PayPal,Baghdad,Male,58,30.79
1393,5549,2024-05-15,Electronics,Camera,2,95.69,Credit Card,Kirkuk,Male,34,63.644
479,4991,2024-03-06,Electronics,Laptop,6,20.72,Debit Card,Kirkuk,Female,35,13.905
335,9580,2024-08-12,Books,Cookbook,9,81.06,PayPal,Najaf,Male,18,43.38
410,2784,2024-02-28,Electronics,Headphones,7,6.12,Debit Card,Mosul,Female,36,3.338
1583,7957,2024-06-12,Beauty,Perfume,7,44.99,Debit Card,Erbil,Female,29,23.563
1674,9035,2024-07-28,Clothing,Dress,10,7.31,Debit Card,Baghdad,Female,54,4.511
926,5015,2024-11-13,Home Decor,Vase,1,53.58,PayPal,Mosul,Male,24,31.673
716,1659,2024-04-12,Clothing,Jeans,10,72.61,Credit Card,Mosul,Male,55,43.552
962,2946,2024-06-15,Sports,Misc,5,89.65,Credit Card,Basra,Male,37,75.039
494,9835,2024-12-03,Electronics,Laptop,1,35.58,Debit Card,Najaf,Female,31,26.005
1542,4465,2024-09-12,Electronics,Headphones,10,86.43,Credit Card,Najaf,Male,34,45.395
788,3782,2024-10-24,Beauty,Mascara,1,38.64,PayPal,Erbil,Male,19,31.365
892,5806,2024-12-21,Home Decor,Curtains,7,49.81,Debit Card,Mosul,Male,33,32.988
1028,2725,2024-08-19,Sports,Misc,8,49.61,Cash,Kirkuk,Male,63,32.388
787,1737,2024-09-18,Books,Textbook,2,73.5,Debit Card,Erbil,Female,55,52.844
1813,7935,2024-06-14,Clothing,Jacket,10,85.72,Cash,Basra,Female,49,52.391
1424,6430,2024-05-26,Sports,Misc,7,94.55,Cash,Basra,Male,46,81.45
1696,8901,2024-02-12,Home Decor,Curtains,7,30.85,Cash,Mosul,Female,29,17.348
620,5629,2024-03-22,Electronics,Headphones,7,25.85,Cash,Baghdad,Male,53,14.114
1980,3710,2024-07-17,Groceries,Misc,2,29.17,Cash,Kirkuk,Female,38,20.281
1780,8098,2024-06-04,Clothing,T-Shirt,6,51.48,Credit Card,Erbil,Male,35,40.607
373,6787,2024-11-15,Clothing,Jeans,9,58.14,PayPal,Mosul,Male,65,29.209
1854,2855,2024-09-24,Sports,Misc,9,23.93,PayPal,Mosul,Male,55,18.068
1929,9419,2024-11-07,Electronics,Camera,2,40.01,PayPal,Najaf,Male,60,20.62
1947,3874,2024-04-11,Books,Novel,8,55.62,PayPal,Baghdad,Male,62,32.759
